kashira_id,paperaudio_id
106,1321
106,1323
103,1323
31,1323
111,1323
33,1323
106,1328
103,1328
36,1328
111,1608
33,2097
111,2097
111,2460
118,2460
33,2461
111,2462
33,2462
106,2463
111,2464
31,2469
111,2470
111,2471
103,2472
90,2476
103,2477
33,2478
111,2479
106,2486
103,2487
103,2534
